paper_id,model,prompt_template,time_taken,Study Type,Application,Platform,Sensor,Comment,error
D626,o4-mini,directive,7.390155076980591,NA,NA,Drone,RGB,The drone-mounted RGB camera was used to capture colour images of invasive alien plants in the wild for identification using a deep learning model (IAPsNet).,
D627,o4-mini,directive,6.240323066711426,NA,NA,Drone,Other,The UAV platform was used as a calibrated test target to evaluate the detection capabilities and maximum detection range of a dedicated short-range avian microwave radar system for monitoring bird movements around a wind-power plant.,
D629,o4-mini,directive,7.118220090866089,NA,NA,Drone,RGB,"UAVs were deployed to capture high-resolution (10 cm) aerial imagery for 2D and 3D habitat mapping to assess bird diversity, endemism, and abundance distribution patterns.",
D630,o4-mini,directive,5.061223983764648,NA,NA,Drone,RGB,"Drone-mounted imagery was used with large-scale particle image velocimetry (LSPIV) to monitor surface flow patterns and quantify flow velocities and turbulence around seigyu structures, informing pond formation and ecological habitat assessments.",
D631,o4-mini,directive,8.621124267578125,NA,NA,Robot,Multispectral,DWCP is a mobile automated phenotyping system used to capture 3D structural and multispectral information of plant communities to monitor their morphological and physiological responses to experimental land-use treatments over time.,
D633,o4-mini,directive,4.90041708946228,NA,NA,Drone,RGB,"UAV observations were used to assess canopy traits (e.g., vertical projection area, flowering coverage, forest gaps) of dominant tree species under different levels of canopy nitrogen addition.",
D634,o4-mini,directive,12.695780038833618,NA,NA,Drone,"['RGB', 'GPS tracking system', 'Other']","A UAV equipped with an OAK-D RGB camera and onboard GPS & IMU modules is used to detect and spatially localize forest fires in real-time, providing 2D fire detection, depth estimation via stereo vision, and geolocation for firefighting assistance.",
D635,o4-mini,directive,6.2845189571380615,NA,NA,Drone,"['Hyperspectral', 'Multispectral']",The study used unmanned aerial vehicles to acquire hyperspectral data for identifying species and content of sedimentary minerals and multispectral photos to reconstruct salt crust morphology at Lop Nur Salt Lake.,
D636,o4-mini,directive,4.641047716140747,NA,NA,Drone,Multispectral,Small UAVs were used to acquire very high resolution multispectral imagery for evaluating vegetation health states and generating cropland maps for Capsicum annuum L.,
D637,o4-mini,directive,7.728915214538574,NA,NA,"['Drone', 'Robot']",RGB,A 360-degree camera mounted on unmanned aerial (drone) and terrestrial (robot) platforms was used for photogrammetric modeling to generate high-resolution 3D representations of gully morphology for erosion monitoring and assessment.,
D638,o4-mini,directive,4.075078964233398,NA,NA,Drone,"['RGB', 'Hyperspectral']","Airborne UAV-mounted RGB and hyperspectral imagery were used to detect and map invasive Parthenium weed populations in simulated pastoral environments using AI classifiers, with a view to extending the approach to field surveys.",
D639,o4-mini,directive,4.816989898681641,NA,NA,Drone,RGB,Using small UAVs to collect imagery for structure-from-motion 3D modeling of forest canopy to estimate top-of-canopy height and aboveground carbon density (ACD).,
D640,o4-mini,directive,6.043715000152588,NA,NA,"['Drone', 'Robot']",Physical/chemical sensor,A small unmanned aerial vehicle (drone) and a surface-based mobile observation platform (robot) were used to deploy ammonia and methane concentration sensors to measure tracer ratios downwind of a cattle feedlot and estimate ammonia deposition rates.,
D643,o4-mini,directive,3.5960142612457275,NA,NA,Drone,RGB,"High-resolution, time-series UAV imagery was used to monitor and evaluate crop emergence and growth under different conservation tillage treatments compared to conventional tillage throughout the growing season.",
D645,o4-mini,directive,5.521609783172607,NA,NA,Drone,RGB,A consumer-grade UAV equipped with an RGB camera was used to acquire very high-resolution imagery for object-based random forest land cover classification to detect and map riparian forests and trees outside forests in semi-arid mountainous areas.,
D646,o4-mini,directive,4.474464178085327,NA,NA,Drone,RGB,The drone was used to capture aerial imagery to measure longshore variation in the evolution of a coastal dune system in a megatidal environment.,
D647,o4-mini,directive,4.984845876693726,NA,NA,Drone,RGB,UAV-based aerial RGB photography was used to observe forest phenology and phenophase transition events at individual tree crown scale over a 5.4 ha area with 10 m spatial and ~5-day temporal resolution.,
D648,o4-mini,directive,2.9983668327331543,NA,NA,Drone,RGB,UAV imagery was used to map riparian zone extent and area across five river sections to delineate semiarid grassland riparian zones and estimate ecological water demand.,
D649,o4-mini,directive,15.59897494316101,NA,NA,Drone,Multispectral,"UAV‐borne very‐high‐resolution multispectral imagery was used to train a supervised classification model for fine‐scale mapping of coastal dune habitats, combined with LiDAR environmental predictors to support ecosystem monitoring and habitat detection.",
D650,o4-mini,directive,14.309055089950562,NA,NA,Drone,"['RGB', 'Near-infrared']","UAV-mounted RGB and CIR (near-infrared) cameras were used to map Acacia longifolia flowering across different habitats and phenological stages, providing a cost-efficient method to monitor flowering and assess the impact of the biocontrol agent.",
D651,o4-mini,directive,4.881477117538452,NA,NA,Drone,RGB,UAV-mounted high-resolution imagery (0.05 m) was used to extract three-dimensional green volume and land use intensity to analyze spatial patterns and influencing factors of urban green space.,
D652,o4-mini,directive,4.191951036453247,NA,NA,Drone,Lidar,UAV-LiDAR system used for rapid and accurate estimation of forest canopy cover by generating high-density point clouds and applying a pit-free CHM-based method with cloth simulation to fill within-crown gaps,
D653,o4-mini,directive,4.279573917388916,NA,NA,Drone,Thermal infrared,UAV-mounted thermal imaging camera used to conduct nighttime mesocarnivore population surveys and detect mesocarnivores,
D655,o4-mini,directive,4.298867225646973,NA,NA,Drone,Lidar,The UAV-mounted LiDAR was used to acquire 3D structural data for accurate estimation of grassland aboveground biomass in mountain grassland plots.,
D657,o4-mini,directive,13.251747131347656,NA,NA,Drone,RGB,UAV-acquired aerial imagery was used to generate point clouds via structure-from-motion to assess the fractal-based structural complexity (D-b) of individual Scots pine trees.,
D658,o4-mini,directive,4.7861058712005615,NA,NA,Drone,Multispectral,"The study used an unmanned aerial vehicle (drone) equipped with multispectral imagery to generate nitrogen fertilizer application prescription maps for large-scale rice cropland, improving precision fertilization recommendations based on the optimized NFOA algorithm.",
D660,o4-mini,directive,6.2743659019470215,NA,NA,Drone,Multispectral,"Use of UAV/RPAS to acquire multispectral imagery for NDVI calculation, enabling assessment of seeding failure, differentiated irrigation and fertilization for precision agriculture in small Mediterranean farms.",
D661,o4-mini,directive,5.91296124458313,NA,NA,Drone,RGB,"UAV imagery was used to derive leaf phenological metrics (e.g., Hue) to predict and track individual tree‐level sap flow phenology in a cool temperate forest.",
D662,o4-mini,directive,7.1389360427856445,NA,NA,Drone,Thermal infrared,"UAV-mounted thermal infrared imaging was used to capture high-resolution tree canopy temperatures for differentiating populations and genotypes of Fremont cottonwood, assessing intraspecific genetic diversity and identifying climate-adapted sources for restoration.",
D667,o4-mini,directive,4.966773748397827,NA,NA,Drone,RGB,"UAV-based remote sensing imagery used to assess riparian vegetation composition, structure, and distribution",
D674,o4-mini,directive,5.122650861740112,NA,NA,Drone,"['Lidar', 'Hyperspectral']",The study uses a drone equipped with LiDAR and hyperspectral sensors for low-altitude remote sensing to assess mangrove biodiversity and establish a zoning management framework.,
D675,o4-mini,directive,9.753441095352173,NA,NA,Drone,Multispectral,The UAV-mounted multispectral camera was used to collect imagery for NDVI calculation to monitor and assess vegetation coverage and growth on chalk soil wasteland during the growing season.,
D676,o4-mini,directive,4.381371974945068,NA,NA,Drone,RGB,UAV imagery was used to create elevation models and measure the spatial heterogeneity of sand micro-topography in sparse elm forests.,
D678,o4-mini,directive,7.1434972286224365,NA,NA,Drone,RGB,The UAV platform and its RGB imagery were used to calculate a modified red–blue vegetation index (MRBVI) for monitoring maize growth and predicting yields.,
D681,o4-mini,directive,4.036773920059204,NA,NA,Drone,Lidar,Platform and sensor used to rapidly phenotype individual trees by capturing ultra-dense UAV‐LiDAR point clouds for quantitative genetic analysis of tree productivity and architectural traits.,
D683,o4-mini,directive,5.636886119842529,NA,NA,Drone,Multispectral,"UAV-mounted multispectral imagery used to map wetland inundation levels, water turbidity and depth, and aquatic plant cover for ecological integrity assessment.",
D684,o4-mini,directive,3.674241065979004,NA,NA,Drone,RGB,"A commercial UAV was used to conduct aerial surveys at ~30 m altitude, capturing RGB images to detect American crocodiles and estimate their body sizes in the wetland.",
D685,o4-mini,directive,4.875169038772583,NA,NA,Drone,RGB,Used UAV visible light imagery to develop and apply a new green-red vegetation index (NGRVI) for extracting vegetation information in arid and semi-arid regions.,
D686,o4-mini,directive,7.474357843399048,NA,NA,Drone,Lidar,UAV-LiDAR remote sensing was used to estimate aboveground biomass (AGB) of invasive mangrove species and analyze their spatial distribution patterns.,
D687,o4-mini,directive,5.418253183364868,NA,NA,Drone,RGB,Used UAV-mounted RGB imagery to acquire high-resolution near-ground remote sensing data for spatial-point pattern analysis of dominant plant species distribution along an elevation gradient in the Gobi region.,
D688,o4-mini,directive,8.770442962646484,NA,NA,Drone,Multispectral,"UAV-mounted multispectral remote sensing used to derive canopy height model, vegetation density, and vegetation indices for regional-scale estimation of leaf area index in an island ecosystem.",
D690,o4-mini,directive,7.384219169616699,NA,NA,Drone,Hyperspectral,"UAV-based hyperspectral remote sensing was used to extract and classify Moso bamboo forest information for intelligent monitoring, large-area mapping, and fine identification of bamboo resources.",
D691,o4-mini,directive,6.224778890609741,NA,NA,Drone,RGB,UAV-mounted camera imagery was used for photogrammetric DEM generation to derive topographic factors for soil moisture spatial distribution modeling in heterogeneous karst mountainous landscapes.,
D692,o4-mini,directive,4.12209415435791,NA,NA,Drone,RGB,The drone was used to capture high-resolution aerial imagery to measure and classify live and dead canopy trees across forest stands for analyzing canopy mortality processes.,
D693,o4-mini,directive,6.821234941482544,NA,NA,Drone,RGB,The UAV-mounted RGB camera was used to capture high-resolution aerial imagery to identify and classify hydromorphological features along a river reach for river monitoring and management purposes.,
D694,o4-mini,directive,7.344988107681274,NA,NA,Drone,"['RGB', 'Lidar']",UAV equipped with a digital camera (RGB) and LiDAR to acquire dual point cloud data for extracting tree height and canopy radius to accurately estimate urban forest tree aboveground biomass.,
D695,o4-mini,directive,4.997028112411499,NA,NA,Drone,RGB,UAV-mounted RGB camera imagery was used to create mosaicked and georeferenced digital surface and terrain models to calculate vegetation height and rapidly classify gaps in Florida rosemary scrub across large areas.,
D696,o4-mini,directive,4.173493146896362,NA,NA,Drone,RGB,Unmanned aerial vehicle was used to acquire aerial RGB images to characterize and digitize vermetid reef seascape structure and quantify its contribution to coastal structural complexity.,
D697,o4-mini,directive,4.495085000991821,NA,NA,Drone,RGB,Unmanned aerial vehicle photogrammetry was used to capture high-resolution imagery for generating digital elevation models and quantify microtopography changes to assess agricultural terrace degradation.,
D698,o4-mini,directive,7.937467098236084,NA,NA,Drone,RGB,"Unmanned aerial vehicle imagery used to map and monitor the invasive water-hyacinth (Eichhornia crassipes) in a dynamic freshwater system, synchronized with Sentinel-2 multispectral data for temporal and spatial monitoring.",
D702,o4-mini,directive,6.610660076141357,NA,NA,Drone,"['Multispectral', 'RGB']",A drone-mounted multispectral (Sequoia) and RGB camera system was used to capture visible and near-infrared imagery for 3D vegetation mapping and classification of a coastal dune complex.,
D704,o4-mini,directive,9.407400846481323,NA,NA,Drone,RGB,"Drones equipped with video (RGB) cameras were flown over prairie-chicken leks to determine optimal flight height and camera angle for bird detection, to document the birds’ reactions to drone presence, and to compare drone noise to ambient sound.",
D707,o4-mini,directive,5.652788877487183,NA,NA,Drone,RGB,An unmanned aerial vehicle was used to capture aerial photographs to build an orthomosaic and digital elevation model for assessing vegetation cover and geomorphological variables at seabird nesting sites.,
D708,o4-mini,directive,3.7880489826202393,NA,NA,Drone,Thermal infrared,The UAV (drone) was used with a high-resolution thermal sensor to measure spatial variation in surface temperatures across the study area.,
D709,o4-mini,directive,7.790417909622192,NA,NA,Drone,RGB,The study uses low-altitude UAV (drone) remote sensing imagery to derive vegetation indices and construct inversion models for mapping and analyzing vegetation coverage changes in desert areas.,
D710,o4-mini,directive,4.48221492767334,NA,NA,Drone,RGB,UAV-acquired aerial imagery used to extract alpine grassland patch patterns and inform ecological risk assessment and spatial distribution analysis.,
D713,o4-mini,directive,4.549540996551514,NA,NA,Drone,RGB,Aerial UAV imagery (drone) used to detect and locate dead tree clusters in forest remote sensing images.,
D714,o4-mini,directive,4.359589099884033,NA,NA,Drone,Lidar,UAV-LiDAR was used to derive tree crown parameters (effective crown height and area) for rapid and accurate monitoring of aboveground biomass and annual growth in Chinese fir plantations.,
D715,o4-mini,directive,4.2889440059661865,NA,NA,Drone,RGB,"The UAV platform carrying an RGB camera was used to capture high-resolution aerial images of the forest canopy to vectorize and map individual tree species, determine canopy boundaries and distribution ranges, and quantify species areas.",
D716,o4-mini,directive,6.577686071395874,NA,NA,Drone,NA,"The UAV was used to extract co-occurrence data in a terrestrialized urban mangrove to estimate probabilistic species pools and dark diversity, enabling the evaluation of mangrove terrestrialization trends and potential community composition changes.",
D717,o4-mini,directive,3.269299030303955,NA,NA,Drone,Hyperspectral,The UAV-mounted hyperspectral sensor was used to acquire imagery for early detection and identification of pine wilt disease–infected pine trees.,
D718,o4-mini,directive,9.144412279129028,NA,NA,Drone,NA,The UAV (drone) was used to acquire micro‐terrain data of Qingtu Lake area to establish the relationship between restored vegetation area and groundwater depth.,
D719,o4-mini,directive,4.57595682144165,NA,NA,Drone,RGB,"Unmanned aerial vehicles were used with digital photogrammetry to map river geomorphic units, using aerial RGB imagery to assess the impact of a hydropower cascade on fish-based ecological indicators.",
D722,o4-mini,directive,6.0350260734558105,NA,NA,Drone,Multispectral,"A UAV drone was used to capture high-resolution true‐color, multispectral imagery to map plant life‐form distributions and quantify vegetation coverage in riparian zones for environmental assessment and ecological restoration planning.",
D724,o4-mini,directive,4.028266906738281,NA,NA,Drone,RGB,UAV-mounted RGB camera used in photogrammetric surveys (SfM) to generate multi-temporal 3D point clouds for quantitative analysis and monitoring of surface subsidence in a coal mining area.,
D726,o4-mini,directive,7.857970952987671,NA,NA,Drone,"['RGB', 'GPS tracking system']","A fixed-wing UAV equipped with an RGB camera and RTK GNSS was used to conduct high‐resolution aerial surveys, producing decimetric‐accuracy 3D point clouds, orthomosaics, and detailed mapping of the 2014–15 lava flows.",
D727,o4-mini,directive,4.273682117462158,NA,NA,Drone,"['Thermal infrared', 'RGB']","UAV-mounted thermal infrared and RGB imaging were used to detect and map water presence in a Mediterranean river network, enabling space–time monitoring of flowing dynamics under varying thermal conditions.",
D729,o4-mini,directive,6.37342381477356,NA,NA,Drone,RGB,Use of UAV-based RGB imagery for 3D point cloud reconstruction (SfM) and CNN classification to accurately monitor and evaluate forest biomass distribution and biodiversity in a tropical water conservation district.,
D730,o4-mini,directive,6.982601881027222,NA,NA,Drone,Hyperspectral,UAV‐borne hyperspectral camera used to quantitatively estimate and map field‐scale soil salinity.,
D731,o4-mini,directive,8.710819959640503,NA,NA,Drone,"['Multispectral', 'Thermal infrared']","UAV was used to acquire imagery (rededge chlorophyll index, canopy height model) and thermal data (canopy temperature depression) to estimate alfalfa growth parameters (AGB, PWC, PH) and provide early warning of spontaneous combustion risk in a reclaimed coal waste dump.",
D732,o4-mini,directive,8.930318832397461,NA,NA,Drone,Lidar,"UAV-mounted LiDAR was used to detect individual Robinia pseudoacacia trees and extract structural metrics (height, DBH) for accurate estimation of aboveground biomass at plot and landscape scales.",
D733,o4-mini,directive,8.831157922744751,NA,NA,Drone,Multispectral,"A UAV (drone) equipped with a multispectral sensor was used to rapidly acquire spatially extensive post‐treatment data—including NDVI scores, blue band reflectance, and vegetation height—to evaluate the effectiveness of mechanical removal treatments on invasive Typha spp. and their impact on native plant community structure.",
D734,o4-mini,directive,5.6555211544036865,NA,NA,Drone,RGB,"Small unmanned aerial vehicles were used to capture high-resolution RGB imagery to generate orthophotos and digital surface models, deriving 2D and 3D habitat predictors to explain variance in alpine bird community distribution at multiple spatial scales.",
D735,o4-mini,directive,5.306316137313843,NA,NA,Drone,RGB,"UAV imagery was used to measure macrophyte and phytobenthos metrics (e.g., percentage cover of hydrophytes and helophytes), evaluate the ecological status of a lake, and detect early ecological events (charophyte meadow burial by cyanobacteria, bloom stratification layers) for environmental management.",
D738,o4-mini,directive,4.841512203216553,NA,NA,Drone,NA,Unmanned aerial vehicle was used to monitor gully characteristics and erosion processes in hilly areas.,
D740,o4-mini,directive,6.158706188201904,NA,NA,Drone,NA,"Drones were used to conduct aerial counts of Eurasian Oystercatcher breeding pairs to evaluate effectiveness, time and cost efficiency, and safety compared to traditional ground surveys.",
D744,o4-mini,directive,4.7051451206207275,NA,NA,Drone,Multispectral,The UAV-mounted multispectral camera was used to estimate terrestrial biomass in a mangrove forest and generate biomass maps based on regression models.,
D745,o4-mini,directive,4.0435802936553955,NA,NA,Drone,RGB,UAV was used to capture aerial imagery of free-ranging mugger crocodiles to non-invasively collect dorsal scute pattern images for individual identification using convolutional neural networks.,
D749,o4-mini,directive,4.0770580768585205,NA,NA,Drone,RGB,UAV-mounted RGB sensors were used to acquire high-resolution orthomosaic imagery (and derived 3D photogrammetric data) for mapping the cover of target plant species and communities using deep learning (CNN) techniques.,
D751,o4-mini,directive,3.8524510860443115,NA,NA,Drone,Lidar,"UAV-mounted LiDAR was used to acquire canopy point-cloud height and density variables and canopy structure metrics for estimating single-tree DBH, aboveground biomass, and stem volume in urban forests.",
D752,o4-mini,directive,5.098989009857178,NA,NA,Drone,RGB,UAV-mounted RGB imagery used for real-time wheat ear Fusarium head blight detection via a lightweight edge-deployable YOLOv4-MobileNet model.,
D753,o4-mini,directive,7.129444122314453,NA,NA,Drone,"['RGB', 'Multispectral', 'Thermal infrared']","UAV-based RGB, multispectral, and thermal infrared imagery were used to map terrain attributes (via structure-from-motion), produce accurate maps of vegetation, bare soil, and biocrust composition, calculate apparent thermal inertia (ATI) related to soil moisture, and study biocrust distribution in a dryland ecosystem.",
D755,o4-mini,directive,5.319828033447266,NA,NA,Drone,RGB,"UAV-based RGB imaging used for 3D reconstruction of tidal flats to detect, protect, and monitor environmental parameters (terrain, slope) and support ecosystem management.",
D756,o4-mini,directive,5.677370309829712,NA,NA,Drone,"['Multispectral', 'Lidar']","The UAV (drone) acquired high-resolution multispectral imagery and LiDAR point-cloud data to extract individual shrubs and derive geometric, spectral, textural, and volumetric features for estimating and mapping aboveground biomass of encroached shrubs.",
D759,o4-mini,directive,4.581125736236572,NA,NA,Drone,RGB,"The UAV was used to capture aerial photographs for classifying surface landscape types (alpine shrub, meadow, bare soil, pika holes) and analyzing landscape pattern changes along a grassland degradation gradient on the Qinghai-Tibet Plateau.",
D760,o4-mini,directive,5.024158239364624,NA,NA,Drone,"['RGB', 'Multispectral']",The drone was used to acquire high‐resolution imagery for mapping the planimetric position of marsh vegetation and monitoring seasonal vegetation health in a restored salt marsh.,
D762,o4-mini,directive,8.296291828155518,NA,NA,Drone,"['RGB', 'Multispectral', 'Near-infrared']","UAV-mounted RGB and multispectral (including a near-infrared channel) imagery were used to generate 3D point clouds and models for local‐scale hedgerow condition surveys, extract structural metrics (height, width), and classify flowering abundance more effectively than traditional ground surveys.",
D763,o4-mini,directive,4.692015171051025,NA,NA,Drone,Hyperspectral,"UAV-based hyperspectral sensors were used to acquire optical data to non-destructively quantify plant traits (height, fresh biomass, nitrogen content, leaf chlorophyll) and assess plant-soil feedback effects at field scale.",
D764,o4-mini,directive,4.394992828369141,NA,NA,Drone,Multispectral,"A UAV-based remote sensing platform equipped with a multispectral sensor was used to collect time-series canopy reflectance data and compute vegetation indices (e.g., NDRE) for high-throughput screening of nitrogen use efficiency phenotypes in rice across developmental stages.",
D766,o4-mini,directive,5.040363073348999,NA,NA,Drone,Multispectral,"Multispectral UAV remote sensing used to ascertain species types, coverage, distribution characteristics, and identify dominant and pioneer vegetation in reservoir water level fluctuation zones for ecological restoration assessment.",
D767,o4-mini,directive,3.609816074371338,NA,NA,Drone,Multispectral,UAV-mounted multispectral imaging was used to collect data at different flight altitudes to detect and map karst vegetation coverage and extract spectral features for machine learning–based vegetation detection.,
D768,o4-mini,directive,4.974895238876343,NA,NA,Drone,"['Lidar', 'Multispectral']",A UAV platform equipped with LiDAR and multispectral sensors was used to estimate above-ground biomass (AGB) in maize via a stem–leaf separation strategy and regression modeling.,
D769,o4-mini,directive,3.3026931285858154,NA,NA,Drone,RGB,UAV-mounted RGB imagery used for accurate detection of individual oil palm trees and monitoring their growing status to improve plantation planning and management.,
D770,o4-mini,directive,6.000904083251953,NA,NA,Drone,"['RGB', 'Lidar']",UAV LiDAR and RGB imagery were used to segment individual tree crowns and extract 2D textural and 3D structural metrics for estimating individual tree diameter at breast height (DBH).,
D771,o4-mini,directive,6.078354835510254,NA,NA,Drone,RGB,"The UAV was used to acquire high-resolution (25 cm) aerial imagery of a pine stand for mapping individual tree crowns and calculating their projection areas to study stand structure, dominance area, and resource use.",
D772,o4-mini,directive,6.771972179412842,NA,NA,Drone,RGB,A drone-mounted RGB camera was used to generate a high-resolution orthophotomosaic for supervised classification of coral reef ecological units and spatial analysis; underwater video transects were used to assess changes in the sessile community structure compared to a baseline study.,
D773,o4-mini,directive,11.761770009994507,NA,NA,Drone,RGB,UAV-based photogrammetric imagery to generate high-resolution 3D models of tree crowns and terrain for accurate forest structure description and integration with terrestrial laser scanning data.,
D774,o4-mini,directive,3.7610487937927246,NA,NA,Drone,RGB,A UAV platform equipped with an RGB camera was used to acquire high-resolution imagery of chicory plantations to create a weed and crop image dataset and to develop and evaluate deep learning–based object detection models for site-specific weed management.,
D776,o4-mini,directive,5.9849348068237305,NA,NA,Drone,RGB,Drones (DJI Phantom 3 Pro and Yuneec Typhoon H) were used to acquire very high spatial resolution color (RGB) airborne imagery for machine-learning–based segmentation and classification of individual tree crowns to assess and categorize forest damage caused by Ussuri polygraphus invasion.,
D777,o4-mini,directive,6.29963493347168,NA,NA,Drone,"['RGB', 'Lidar']","UAV platform equipped with optical (RGB) imagery and LiDAR used to efficiently collect and analyze spatial data, generate 3D forest images, and assess vegetation conservation grades.",
D778,o4-mini,directive,7.291272878646851,NA,NA,Drone,RGB,A low-cost UAV was used to acquire point cloud data to generate digital surface models for deriving tree heights and assessing mean tree height growth over time in forest plots.,
D779,o4-mini,directive,11.065433979034424,NA,NA,Drone,RGB,"An unmanned airship (drone) equipped with a CCD camera was used to acquire high-resolution spatial imagery (0.13 m grid) and mosaic aerial photographs for identifying and mapping wetland vegetation at a community scale, supporting wetland plant mapping, environmental planning, landscape design, restoration, and ecological protection.",
D781,o4-mini,directive,6.05004096031189,NA,NA,Drone,RGB,"The UAV‐borne high‐resolution stereo RGB camera was used to collect imagery for SfM photogrammetry, enabling estimation of maize canopy height and aboveground biomass.",
D784,o4-mini,directive,9.171489000320435,NA,NA,Vehicle,"['RGB', 'Physical/chemical sensor']",An AUV (REMUS-100 SharkCam) was used to autonomously follow basking sharks and collect video (RGB) and environmental data on their sub-surface behaviour.,
D787,o4-mini,directive,4.083832263946533,NA,NA,Drone,RGB,"Low-altitude UAV imagery was used to map species distribution and ephemeral stream beds, and to derive plant growth characteristics (height and crown area) to assess the influence of ephemeral streams on plant communities.",
D788,o4-mini,directive,7.284341096878052,NA,NA,Drone,"['Lidar', 'Hyperspectral']",UAV-mounted lidar and hyperspectral sensors were used to characterize individual vegetation canopy structure and bare ground elevation and to capture species-specific spectral signatures for fusion-based plant species identification and 3D characterization at submeter scales.,
D789,o4-mini,directive,4.286780118942261,NA,NA,Drone,Multispectral,The study uses a UAV (drone) equipped with a multispectral sensor to collect imagery for calculating the normalized difference red edge index (NDRE) to map canopy chlorophyll content and leaf area index (LAI) in corn under different agricultural treatments.,
D790,o4-mini,directive,15.897637844085693,NA,NA,Drone,"['RGB', 'Lidar']",A UAV-mounted RGB camera and LiDAR sensor were used to collect imagery and point clouds for semi-automatic detection and characterization of broccoli canopy and head volume estimation to support precision farming.,
D792,o4-mini,directive,7.912595987319946,NA,NA,Drone,Multispectral,"A DJI unmanned aerial vehicle equipped with a multispectral camera was used to acquire monthly imagery of park vegetation cover during the growing season, enabling estimation of fractional vegetation cover for ecological monitoring and vegetation management decisions.",
D793,o4-mini,directive,5.168162107467651,NA,NA,Drone,RGB,"A UAV-mounted camera was used to capture aerial photographs and generate visual orthomosaic images to identify and map spider webs, allowing comparison of web density between organic and conventional tea farm sections.",
D794,o4-mini,directive,5.2704758644104,NA,NA,Drone,RGB,The UAV platform is used to collect aerial data (imagery) to obtain topographic information of river channels for calculating river discharge in ungauged catchments using slope-area methods.,
D795,o4-mini,directive,8.66302227973938,NA,NA,Drone,Multispectral,"UAV-mounted multispectral imagery was used to derive vegetation indices (BNDVI, ENDVI) to quantify plant productivity and establish relationships with arthropod biomass in shrub steppes.",
D796,o4-mini,directive,4.792073011398315,NA,NA,Drone,RGB,UAV-based aerial photography was used to acquire images for individual tree detection and segmentation to support smart forest management and ecological function evaluation,
D797,o4-mini,directive,5.328171968460083,NA,NA,Drone,Multispectral,"The study used a multispectral MicaSense RedEdge-M camera mounted on an unmanned aerial vehicle to map in-season growth of winter wheat via vegetation indices (notably red-edge NDVI) at multiple phenological stages, linking spatial patterns of crop growth to soil properties and grain yield heterogeneity to inform site-specific fertilizer and amendment management.",
D798,o4-mini,directive,4.020281076431274,NA,NA,Drone,RGB,The drone-mounted RGB camera was used to acquire aerial imagery for detecting and monitoring flowering leafy spurge cover and assessing its spatial distribution and change over time at biological control sites.,
D799,o4-mini,directive,5.23722505569458,NA,NA,Drone,RGB,"UAV-based RGB imagery was used to detect and map individual trees with an improved Faster R-CNN model and to compute vegetation indices (GLI, RGBVI, VARI, NGRDI) for forest assessment in coal mine reclamation areas.",
D800,o4-mini,directive,6.046815395355225,NA,NA,Drone,Hyperspectral,"UAV-based hyperspectral digital orthophoto maps were collected to estimate soybean canopy biochemical indices (leaf chlorophyll content, flavonoids, nitrogen balance index) and monitor crop maturity.",
D804,o4-mini,directive,9.985774755477905,NA,NA,Drone,RGB,"UAV-mounted RGB imagery was used to analyze temporal changes in pond number, surface area, and drainage catchment in the Jinglingxi watershed.",
D805,o4-mini,directive,6.487530946731567,NA,NA,Drone,RGB,"The study uses a UAV-mounted visible-light camera to capture multi-angle aerial photographs for constructing 3D real-scene models of urban trees, from which structural parameters (height, crown diameter, crown volume) are extracted to estimate above-ground biomass.",
D806,o4-mini,directive,3.5471608638763428,NA,NA,Drone,RGB,UAV-based RGB imagery was used to estimate leaf chlorophyll content index (CCI) of Moso bamboo samples.,
D807,o4-mini,directive,5.4322669506073,NA,NA,Drone,Multispectral,"UAV-mounted multispectral camera (Tetracam Micro-MCA6) used, alongside structure-from-motion photogrammetry, to classify and map shrubland plant species at the species level in high-resolution ecological surveys.",
D809,o4-mini,directive,5.090273141860962,NA,NA,Drone,RGB,Use of an unmanned aerial vehicle equipped with a consumer RGB camera (Panasonic G3) to collect oblique images for structure-from-motion point cloud generation and tree stem detection in an open oak forest stand.,
D810,o4-mini,directive,5.7036731243133545,NA,NA,Drone,"['RGB', 'Lidar']",UAVs equipped with stereo imaging (RGB) and LiDAR sensors were used to generate digital elevation models and canopy height models for monthly extraction of individual tree height growth to correct time differences in tree growth estimates.,
D811,o4-mini,directive,5.8370139598846436,NA,NA,Drone,"['RGB', 'Multispectral']","Drones equipped with RGB and multispectral cameras were used to capture high-resolution imagery for estimating weed biomass and seed production potential from late-season weed escapes, aiding management decision making.",
D813,o4-mini,directive,6.30817985534668,NA,NA,Drone,RGB,UAV-mounted RGB imagery was used to survey wild herbivore and livestock numbers and to generate forage yield data for assessing forage–livestock balance and grazing pressure in the national park.,
D814,o4-mini,directive,5.158029794692993,NA,NA,Drone,Multispectral,UAV-mounted multispectral sensor used to acquire vegetation indices and raw multispectral data to predict spatial variability of soil volumetric water content and electrical conductivity in agricultural fields.,
D817,o4-mini,directive,6.680069208145142,NA,NA,Drone,Multispectral,"A UAV platform fitted with multispectral cameras is used for ecological and agricultural remote sensing to model, map, and monitor vegetation phenology by calculating vegetation indices; the study focuses on systematic radiometric calibration of these multispectral images across varying flight altitudes, times, and weather conditions.",
